file_name,audio_length,transcribe_time,confidence,transcript
48,sample-10-25818-20200502-2258-5274.wav,5.3,3.9,0.7164402008056641, get that as well
49,sample-10-25818-20200502-2328-12038.wav,12.0,4.7,0.608521044254303,I am a call back so
50,sample-10-25818-20200502-2328-12038.wav,12.0,4.7,0.6094842553138733, yeah bye
51,sample-10-25818-20200502-2328-12038.wav,12.0,4.7,0.7903807759284973, Oh Canada
52,sample-10-25818-20200502-2358-5611.wav,5.6,2.9,0.8238120079040527,with the office and we went over there down
53,sample-11-25818-20200502-1017-11593.wav,11.6,8.2,0.708266019821167,my points on the regular female democratic
54,sample-11-25818-20200502-1017-11593.wav,11.6,8.2,0.6265016198158264, Bravo's join
55,sample-11-25818-20200502-1132-13196.wav,13.2,5.3,0.7411665916442871,I don't want to cancel okay thank you
56,sample-11-25818-20200502-1222-9001.wav,9.0,12.4,0.728600025177002,Thomas 155 Lexington Street South Korea parking lot for your nearest box for four or five like this year Santa Fe 12:05
57,sample-11-25818-20200502-1332-8849.wav,8.8,4.4,0.8230851292610168,I said are no magical one Central Square East Boston Red Sox 6163 Bennington street at Central Square 1304
58,sample-11-25818-20200502-1401-8312.wav,8.3,3.2,0.5281046628952026,press Ombudsman 2016
59,sample-11-25818-20200502-1431-49971.wav,50.0,17.2,0.6561856865882874,yep
60,sample-11-25818-20200502-1431-49971.wav,50.0,17.2,0.5396474003791809, dead dead
61,sample-11-25818-20200502-1501-5700.wav,5.7,2.1,0.7500162720680237,yes
62,sample-11-25818-20200502-1531-10342.wav,10.3,7.0,0.7086101174354553,call 311 registers available managed operated FedEx to handle
63,sample-11-25818-20200502-1531-10342.wav,10.3,7.0,0.7548179626464844, received a 3/11 and germinated FedEx name
64,sample-11-25818-20200502-1601-12970.wav,13.0,13.2,0.6903586983680725,one of the important things in life
65,sample-11-25818-20200502-1631-8284.wav,8.3,7.0,0.6633943915367126,they also put to 1:19 and watch in Franklin
66,sample-11-25818-20200502-1700-50922.wav,50.9,23.2,0.7756065130233765,excellent it's five Grand Street West Roxbury 1955 a medical assistant five Grand Street West Roxbury nearest box 2948 Washington and Paris Street 1665
67,sample-11-25818-20200502-1700-50922.wav,50.9,23.3,0.6938517689704895, for calling
68,sample-11-25818-20200502-1700-50922.wav,50.9,23.3,0.7209528088569641, yeah that's a problem it's just take the wrong way in the video everything in the vcl everything up right in the PDL. Looks like a bunch of steroids open the right traveling when you get off
69,sample-11-25818-20200502-1730-7378.wav,7.4,5.6,0.7038766741752625,Sam is off of Congress rather than the bridge
70,sample-11-25818-20200502-1800-13302.wav,13.3,6.4,0.7726832032203674,435 you can put that down
71,sample-11-25818-20200502-1830-9705.wav,9.7,10.1,0.6049392819404602,live on the first floor and call her child's father somewhere in the area starting to carry guns
72,sample-11-25818-20200502-1900-5939.wav,5.9,6.1,0.6956775784492493,broadcast tearing up the goddamn man walking towards potshot as well back in Iraq
73,sample-11-25818-20200502-1930-36646.wav,36.6,23.0,0.697457492351532,Channel 6 5 has also a call as well they have it just have a red Altima as all we have at the moment Columbia Road
74,sample-11-25818-20200502-1930-36646.wav,36.6,23.0,0.7831625938415527, call us and it was a red Altima possibly red Altima Columbia Road to come right on the Columbia Road
75,sample-11-25818-20200502-1930-36646.wav,36.6,23.0,0.7685753107070923, I think it'll pass AO 5 watch the cameras you have a male shooting another male on a driveway slabs Makita. I'm a black black hoodie you runs out these cars for the vehicle now
76,sample-11-25818-20200502-2059-28139.wav,28.1,21.3,0.5830491185188293,yeah that we're up for those were washing Christmas
77,sample-11-25818-20200502-2059-28139.wav,28.1,21.3,0.703885018825531, pressure of cut out notify the law company with Fox Sports race
78,sample-11-25818-20200502-2059-28139.wav,28.1,21.3,0.7607690095901489, boxer shorts most Texas smoke detector in the basement garage classroom Echo cutouts will notify code 743-978-2030
79,sample-11-25818-20200502-2129-2382.wav,2.4,1.2,0.7320235967636108,test
80,sample-11-25818-20200502-2159-24276.wav,24.3,11.2,0.5591263175010681,", 27 confirms you. Apartment 31"
81,sample-11-25818-20200502-2159-24276.wav,24.3,11.2,0.7086997628211975, but Public Health commission they put in those apartments it's not
82,sample-11-25818-20200502-2159-24276.wav,24.3,11.2,0.8191314935684204, I'm not sure actually if it's either one of those topics that I'm calling from it just comes up 104 Forest Ave the last name ward off
83,sample-11-25818-20200502-2229-12518.wav,12.5,6.4,0.5800710320472717,calling Georgia
84,sample-11-25818-20200502-2229-12518.wav,12.5,6.4,0.7422193288803101, Shawn Johnson try one more I'll call them
85,sample-11-25818-20200502-2258-27506.wav,27.5,16.4,0.7999499440193176,I thought command to fire alarm clock
86,sample-11-25818-20200502-2258-27506.wav,27.5,16.4,0.693020224571228, handling engine 53 lot of 1576
87,sample-11-25818-20200502-2328-12075.wav,12.1,13.4,0.7599490880966187,104 for Saturday Charlestown 1754 medical exit 104 for Saturday Charlestown u s Fox Sports 2 ACS 81st Avenue 13th Street 26
88,sample-11-25818-20200502-2358-8644.wav,8.6,6.0,0.6352875828742981,we'll try to see what he was going to come outside and you guys want
89,sample-12-25818-20200502-1017-3229.wav,3.2,1.0,0.8416576385498047,food please
90,sample-12-25818-20200502-1132-2226.wav,2.2,2.0,0.5524642467498779,promise in your District are you able to clear for
91,sample-12-25818-20200502-1152-5403.wav,5.4,6.4,0.7274665236473083,I believe he's off looking to stumble around these want some attention
92,sample-12-25818-20200502-1332-25080.wav,25.1,21.2,0.6294066905975342,Columbia even walking and
93,sample-12-25818-20200502-1332-25080.wav,25.1,21.2,0.8096699118614197, I have no medical 33s Long Street Dorchester engine 2933 Plum Street Dorchester us box 3176 place and Green Hill Street 1605
94,sample-12-25818-20200502-1431-25936.wav,25.9,10.3,0.5196632146835327,thank you all for the agent
95,sample-12-25818-20200502-1431-25936.wav,25.9,10.3,0.6756963729858398, we're in accessible
96,sample-12-25818-20200502-1431-25936.wav,25.9,10.3,0.7426022291183472, probably to want to see that after the game
97,sample-12-25818-20200502-1431-25936.wav,25.9,10.3,0.7544331550598145, trailhead
98,sample-12-25818-20200502-1431-25936.wav,25.9,10.3,0.8345678448677063, okay we're all set
99,sample-12-25818-20200502-1431-25936.wav,25.9,10.3,0.6507359743118286, now
100,sample-12-25818-20200502-1501-4992.wav,5.0,3.1,0.7267325520515442,Cameron Street Park number six or sixty nine year old female two diabetic issue operator
101,sample-12-25818-20200502-1531-19905.wav,19.9,8.4,0.8586593866348267,"239 latter 18 a Central Station alarm 55 Dorchester Avenue South Boston engine 39 ladder 18 a Central Station alarm 50,000 Dorchester Avenue South Boston Red Sox 7136 Dorchester Avenue 1505"
102,sample-12-25818-20200502-1601-15826.wav,15.8,4.1,0.7288729548454285,Play It Again.
103,sample-12-25818-20200502-1631-22944.wav,22.9,8.6,0.629592776298523,2424
104,sample-12-25818-20200502-1631-22944.wav,22.9,8.6,0.7126403450965881, internet phone sales yet any further on this negative just came in from city hall there's no further information to said it was outside 39 for all sales
105,sample-12-25818-20200502-1631-22944.wav,22.9,8.6,0.8072351217269897, standing outside 39 right now no water no readings
106,sample-12-25818-20200502-1700-7766.wav,7.8,3.8,0.7146381139755249,explain to the Lombardi in the backyard and the first war 7.
107,sample-12-25818-20200502-1730-2872.wav,2.9,2.8,0.6681712865829468,those addictions in violation group of three people
108,sample-12-25818-20200502-1800-10846.wav,10.8,9.5,0.6977670192718506,40 that is true medical is available to management is
109,sample-12-25818-20200502-1800-10846.wav,10.8,9.5,0.6464179754257202, 747-8 to Medical available
110,sample-12-25818-20200502-1830-13125.wav,13.1,5.7,0.8012253046035767,2486 Boulevard Street for 16
111,sample-12-25818-20200502-1900-12567.wav,12.6,8.8,0.6804314851760864,illness
112,sample-12-25818-20200502-1900-12567.wav,12.6,8.8,0.5518309473991394, I don't know the common sense
113,sample-12-25818-20200502-1900-12567.wav,12.6,8.8,0.6265696883201599, probably not
114,sample-12-25818-20200502-1930-11807.wav,11.8,12.0,0.7521081566810608,when all we're all whites have you said you know why P modem and punch you in the face and I guess they went into a house
115,sample-12-25818-20200502-2059-12835.wav,12.8,7.5,0.6802983283996582,twenty-two response of the unknown error message Washington Street Boston Mass on the Dunkin side at 26
116,sample-12-25818-20200502-2059-12835.wav,12.8,7.5,0.6554799675941467, washing that
117,sample-12-25818-20200502-2129-2794.wav,2.8,1.9,0.6431256532669067,321 absolute unit
118,sample-12-25818-20200502-2159-15358.wav,15.4,15.0,0.6045275330543518,you said there's a black male they're fifty five years old and waving a gun around
119,sample-12-25818-20200502-2159-15358.wav,15.4,15.0,0.7045883536338806, okay we're right here in the drive up the swing on the end up going to be like Sharon Jones box
120,sample-12-25818-20200502-2229-5193.wav,5.2,3.6,0.6824691891670227,supposed to us and was wondering for the remainder and I want to ask
121,sample-12-25818-20200502-2258-13652.wav,13.7,4.3,0.6474268436431885,yes
122,sample-12-25818-20200502-2328-21305.wav,21.3,12.9,0.876025915145874,domestic
123,sample-12-25818-20200502-2328-21305.wav,21.3,12.9,0.7122913002967834, a Central Station aligned 128th Street South Boston 92 let her nineties a Central Station aligned 128th Street South Boston your Xbox 743-786-0320
124,sample-12-25818-20200502-2358-3250.wav,3.2,1.8,0.612610399723053,I haven't taken a 16
125,sample-13-25818-20200502-1017-16353.wav,16.4,8.5,0.760869562625885,I don't want to cancel arrival
126,sample-13-25818-20200502-1017-16353.wav,16.4,8.5,0.6599727272987366," I don't close until nine 3:18, normally find out within normal self"
127,sample-13-25818-20200502-1132-27809.wav,27.8,16.5,0.6529437303543091,14 on two for the apartment charge of the comments for the building not that particular apartment but also I just hate doing it okay
128,sample-13-25818-20200502-1132-27809.wav,27.8,16.5,0.7225099802017212, 14 we have 35%.
129,sample-13-25818-20200502-1132-27809.wav,27.8,16.5,0.7182959914207458, That's been removed and wheeled out mentally ill on the breeze
130,sample-13-25818-20200502-1152-6892.wav,6.9,3.0,0.4547094702720642,I think so
131,sample-13-25818-20200502-1222-5098.wav,5.1,3.5,0.5889793634414673,fungus complaints extension Before Christmas.
132,sample-13-25818-20200502-1222-5098.wav,5.1,3.5,0.5658009052276611, Yeah
133,sample-13-25818-20200502-1332-9893.wav,9.9,5.8,0.8237241506576538,Dorchester 1916 a medical assist to 1190 Adams Street Dorchester your Xbox 3471 West Hill Street 1305
134,sample-13-25818-20200502-1401-37721.wav,37.7,15.1,0.6497272849082947,541
135,sample-13-25818-20200502-1401-37721.wav,37.7,15.1,0.7810044884681702, 161 Boulevard North Military Circle with the price Kelly Dead on Netflix on the right side
136,sample-13-25818-20200502-1401-37721.wav,37.7,15.1,0.8814035058021545, all right so the Boulevard North Kelly
137,sample-13-25818-20200502-1431-5462.wav,5.5,1.7,0.7803824543952942,give me like that
138,sample-13-25818-20200502-1531-3952.wav,4.0,1.9,0.8205239176750183,Sporting News Wellesley
139,sample-13-25818-20200502-1601-10886.wav,10.9,16.7,0.7093532085418701,another person standing by over-the-top on the area to see if I can locate that he'll be honest with the email was quite
140,sample-13-25818-20200502-1631-3176.wav,3.2,2.5,0.679858386516571,so no waiting for returning 16
141,sample-13-25818-20200502-1700-15895.wav,15.9,8.6,0.7547897100448608,a medical background Street West Roxbury engine 55 for medical office 5 Grand Street West Roxbury nearest box 6948 Washington Street 1637
142,sample-13-25818-20200502-1730-8388.wav,8.4,3.8,0.6166768670082092,I've done
143,sample-13-25818-20200502-1800-25807.wav,25.8,24.8,0.7321875691413879,people are not doing anything wrong they just sit in the property and let you guys some of the moves and calling us when they refused to move to Georgia all right I'm sure you have you call back.
144,sample-13-25818-20200502-1830-8219.wav,8.2,5.9,0.6340233087539673,brainstorm right blocks around the area where we're on the ramp that comes from 93 North on the south
145,sample-13-25818-20200502-1900-15493.wav,15.5,6.8,0.7295144200325012,sorry say that again page comments
146,sample-13-25818-20200502-1930-24070.wav,24.1,16.9,0.7969385385513306,we're going to store to call for like 150 block of these Cottage off a couple of the driveway there and then fled got a couple descriptions of vehicles one person to the red Altima last seating on Columbia Road towards Boston is another side of the dark colors
147,sample-13-25818-20200502-2059-8563.wav,8.6,7.9,0.7028684616088867,we're going to be clear up where they think about it on Washington
148,sample-13-25818-20200502-2129-2151.wav,2.2,1.6,0.7688367962837219,67.97 for a large party
149,sample-13-25818-20200502-2159-14997.wav,15.0,5.8,0.7135732173919678,what you got
150,sample-13-25818-20200502-2159-14997.wav,15.0,5.8,0.7197930216789246, hey Google to send it
151,sample-13-25818-20200502-2159-14997.wav,15.0,5.8,0.6557492613792419, 134
152,sample-13-25818-20200502-2229-22471.wav,22.5,16.9,0.6779130697250366,telephone or three man we're going to be twenty report on that that invest first and cost and I'll watch Boston we're going to be 6 Plus for $19.45 a month
153,sample-13-25818-20200502-2229-22471.wav,22.5,16.9,0.6968616843223572, 4119 x-ray requested that what you want
154,sample-13-25818-20200502-2328-5480.wav,5.5,1.6,0.5882860422134399,speak with someone at the house
155,sample-13-25818-20200502-2328-5480.wav,5.5,1.6,0.9128385782241821, on my way
156,sample-13-25818-20200502-2358-6403.wav,6.4,8.6,0.6321787238121033,for like something for that office
157,sample-14-25818-20200502-1017-3100.wav,3.1,2.1,0.6736908555030823,that's on a 24 to the location of 78
158,sample-14-25818-20200502-1132-6448.wav,6.4,1.5,0.7825822234153748,hang on
159,sample-14-25818-20200502-1152-13246.wav,13.2,4.1,0.636066734790802,yep
160,sample-14-25818-20200502-1222-10354.wav,10.4,4.7,0.6123305559158325,but
161,sample-14-25818-20200502-1222-10354.wav,10.4,4.7,0.7627776265144348, so I was checking in track
162,sample-14-25818-20200502-1332-5908.wav,5.9,3.9,0.5207934379577637,last single family under the MSRP no 621
163,sample-14-25818-20200502-1401-8249.wav,8.2,9.1,0.6407378315925598,the next one is three minutes one response number forty-two flooded streets fifty three year old female accounts
164,sample-14-25818-20200502-1501-2058.wav,2.1,1.1,0.7627283930778503,crazy night
165,sample-14-25818-20200502-1601-19069.wav,19.1,9.6,0.5286564826965332,what's 44
166,sample-14-25818-20200502-1601-19069.wav,19.1,9.6,0.7333937883377075, let me ask for for a Volkswagen Passat and a scooter on Elm Street Stoneham for Thursday the 3rd
167,sample-14-25818-20200502-1700-2353.wav,2.4,2.6,0.5933520793914795,Rodger space 1638
168,sample-14-25818-20200502-1730-8144.wav,8.1,6.6,0.785211443901062,1401 Broadway between Merrill Street and Ellsworth have the final outstanding property channel 60
169,sample-14-25818-20200502-1800-8740.wav,8.7,9.7,0.6927174925804138,LinkedIn fertilab for an evaluation nearest box 47 Woodland Road and 5th Ave 1735
170,sample-14-25818-20200502-1830-12244.wav,12.2,5.1,0.6854177117347717,Alpha progress 2:30 Hanover simply people broke the door off
171,sample-14-25818-20200502-1900-13266.wav,13.3,7.5,0.7243795990943909,kind of wipe down the white female shooting up drugs exercise formats
172,sample-14-25818-20200502-1900-13266.wav,13.3,7.5,0.7505388855934143, right now has an excellent question email has already
173,sample-14-25818-20200502-1930-19281.wav,19.3,13.2,0.7457090020179749,driveway
174,sample-14-25818-20200502-1930-19281.wav,19.3,13.2,0.6902892589569092, you know there's damages mail pollen black walk into the driveway that equipment within the human driveway and that runs
175,sample-14-25818-20200502-2059-2962.wav,3.0,2.4,0.6649696230888367,having a little trouble finding a call in about
176,sample-14-25818-20200502-2129-5629.wav,5.6,3.3,0.44070225954055786,30 to 12
177,sample-14-25818-20200502-2159-7156.wav,7.2,7.8,0.6768172383308411,on 44th Street Boston Red Sox 6165 South Marion Street twenty
178,sample-14-25818-20200502-2229-22269.wav,22.3,6.0,0.8012582659721375,awesome. To an illness at 43 Bay State Road Boston 433 State Road outside 2205
179,sample-14-25818-20200502-2258-10302.wav,10.3,6.7,0.6832217574119568,on the 36 volt Street calls that one yeah no problem
180,sample-14-25818-20200502-2328-5788.wav,5.8,3.6,0.7412289977073669,all the days I think both
181,sample-14-25818-20200502-2358-9982.wav,10.0,5.2,0.7255811095237732,I agree
182,sample-14-25818-20200502-2358-9982.wav,10.0,5.2,0.6339470148086548, Marathi
183,sample-15-25818-20200502-1017-12902.wav,12.9,9.1,0.8418961763381958,43 Causeway Street Boston flatter 24 and are known magical 1:35 to 1:43 Causeway Street Boston Red Sox 1313 Causeway Street and Canal Street Los Gatos
184,sample-15-25818-20200502-1132-12341.wav,12.3,9.0,0.6206727623939514,it was off because the apps Point twenty one point of software one
185,sample-15-25818-20200502-1152-10122.wav,10.1,6.8,0.7707776427268982,we'll figure that out put your mapping close to this call for 96 was eleventh or take them for 96 was the last year at the medication 11 1424
186,sample-15-25818-20200502-1222-7644.wav,7.6,4.1,0.806445837020874,okay there is a if you can see down our road self
187,sample-15-25818-20200502-1222-7644.wav,7.6,4.1,0.464205801486969, 45 second
188,sample-15-25818-20200502-1401-13297.wav,13.3,13.8,0.8034379482269287,"just three Medical Response, 42 Bussey Street and be for a 53 year old females downtown Vancouver and 57.1 extremely fast."
189,sample-15-25818-20200502-1431-8812.wav,8.8,3.3,0.7319636940956116,"Moses, can I give you my phone number to give me a call"
190,sample-15-25818-20200502-1501-2710.wav,2.7,1.5,0.4476650655269623,Friday June 21st
191,sample-15-25818-20200502-1531-14735.wav,14.7,12.2,0.8353231549263,439 in Central Station alarm box 7136 purchase at 11:55 a.m.
192,sample-15-25818-20200502-1601-26391.wav,26.4,27.3,0.8458978533744812,I found out about 1.7 check on Thursday is the cars 44 North Front Street the first Hispanic male from 5 to 7:20 to the black sweatshirt boujee second Hispanic female wearing black it's called the streets are in a retro light
193,sample-15-25818-20200502-1631-10867.wav,10.9,4.0,0.8477081060409546,yeah I'm on foot
194,sample-15-25818-20200502-1631-10867.wav,10.9,4.0,0.6660547852516174, but it's also very good
195,sample-15-25818-20200502-1631-10867.wav,10.9,4.0,0.9019497632980347, okay
196,sample-15-25818-20200502-1700-8766.wav,8.8,9.8,0.5476149916648865,OneNote call seeking things to be that call
197,sample-15-25818-20200502-1800-19646.wav,19.6,12.9,0.8348605036735535,"12 alarm system tax no response, East Boston 12 alarm system cat no response, East Boston your Xbox 626-663-1735"
198,sample-15-25818-20200502-1830-5174.wav,5.2,5.3,0.6649209856987,got you three zero Hanover simply people broke the door to the room to gain access that out
199,sample-15-25818-20200502-1900-5753.wav,5.8,5.1,0.6748711466789246,back windows going to make
200,sample-15-25818-20200502-1930-6354.wav,6.4,6.8,0.6673055291175842,turning into the parking lot everyone else
201,sample-15-25818-20200502-2059-13797.wav,13.8,10.1,0.836330235004425,I don't think she a local alarm 3500 Lafayette Street Mattapan 253 ladder 16 a local alarm 35 Orlando Street Mattapan new Xbox 360 download street at 49th
202,sample-15-25818-20200502-2129-4913.wav,4.9,3.6,0.6566493511199951,Washington Street Bistro at again 6:19 last four
203,sample-15-25818-20200502-2159-7367.wav,7.4,3.9,0.6673089265823364,be a white male short haircut clean-shaven black jacket with a red shirt underneath ripped blue jeans and possibly being
204,sample-15-25818-20200502-2229-13271.wav,13.3,4.6,0.9128385782241821,Pandora
205,sample-15-25818-20200502-2229-13271.wav,13.3,4.6,0.7115770578384399, okay. Over to an illness at 11 Brookwood Street Roxbury 11 from lunch at 26
206,sample-15-25818-20200502-2229-13271.wav,13.3,4.6,0.8750682473182678, hello
207,sample-15-25818-20200502-2258-4058.wav,4.1,3.9,0.6719604134559631,Press Parts manager we are willing to
208,sample-15-25818-20200502-2328-6286.wav,6.3,5.6,0.4849900007247925,three seasons room and Tapas
209,sample-15-25818-20200502-2328-6286.wav,6.3,5.6,0.7870519161224365, fire alarm volume
210,sample-15-25818-20200502-2358-4701.wav,4.7,1.5,0.6909732818603516,I help you
211,sample-16-25818-20200502-1017-6035.wav,6.0,3.6,0.686216413974762,time I want
212,sample-16-25818-20200502-1152-3118.wav,3.1,2.9,0.7012156248092651,science
213,sample-16-25818-20200502-1222-4822.wav,4.8,1.4,0.7587811350822449,parts
214,sample-16-25818-20200502-1401-16977.wav,17.0,5.7,0.6472945213317871,home
215,sample-16-25818-20200502-1431-7083.wav,7.1,5.3,0.7578210234642029,tennis with a child on the way back with the dedicated booster yeah I was going to bring in your vehicle
216,sample-16-25818-20200502-1501-2292.wav,2.3,2.1,0.579617977142334,and to the point
217,sample-16-25818-20200502-1531-29368.wav,29.4,19.4,0.8609404563903809,708-428-5785 on post
218,sample-16-25818-20200502-1531-29368.wav,29.4,19.4,0.7116796970367432, good afternoon sir Chasity three to four screws a 5:45 on both dead body 4071 1866 about eight cents
219,sample-16-25818-20200502-1601-9323.wav,9.3,3.6,0.7356873154640198,are we may have reached out who are available Sona
220,sample-16-25818-20200502-1601-9323.wav,9.3,3.6,0.6323291063308716, 95
221,sample-16-25818-20200502-1700-19921.wav,19.9,18.0,0.7065017223358154,it's a dark skinned male black tee shirt black pants and grey backpack with green trim on it he walked down for Thursday immediately headed towards the area of hard Street right now make my way back around to stand in the middle of the street
222,sample-16-25818-20200502-1800-2885.wav,2.9,1.7,0.8160426616668701,Santa Claus line
223,sample-16-25818-20200502-1830-3688.wav,3.7,3.4,0.8235719799995422,show myself in a certified covid-19 folded and when
224,sample-16-25818-20200502-1900-11448.wav,11.4,9.0,0.5647596716880798,for women
225,sample-16-25818-20200502-1900-11448.wav,11.4,9.0,0.8132429122924805, 333
226,sample-16-25818-20200502-1930-6254.wav,6.3,6.4,0.6256291270256042,we also have an extra be ported to read it takes off after shooting from
227,sample-16-25818-20200502-2129-11730.wav,11.7,6.1,0.6250410676002502,46 is that a 619-4498
228,sample-16-25818-20200502-2258-9657.wav,9.7,6.9,0.6698795557022095,how many more time
229,sample-16-25818-20200502-2328-15300.wav,15.3,7.6,0.7514210343360901,service advisor responding to a pharmacy 12/23
230,sample-17-25818-20200502-1017-9547.wav,9.5,2.2,0.8609296083450317,North
231,sample-17-25818-20200502-1132-20039.wav,20.0,9.6,0.7202306389808655,so this isn't a disturbance this is in run last night around the corner and this guy found his car here it was just parked in the roads we're going to be out 24 but it's going to be on the prior to the call I'll give you the last four
232,sample-17-25818-20200502-1132-20039.wav,20.0,9.6,0.6628747582435608, what's the last four zero six nine
233,sample-17-25818-20200502-1152-9559.wav,9.6,2.8,0.7323713898658752,we're actually getting a second caller saying that people of beating up a female it's going to be across from the Bank of America
234,sample-17-25818-20200502-1222-3355.wav,3.4,2.6,0.5609745979309082,France
235,sample-17-25818-20200502-1401-2139.wav,2.1,2.6,0.4277406632900238,303-3285
236,sample-17-25818-20200502-1431-32654.wav,32.7,15.3,0.5433371067047119,off off
