,file_name,confidence,transcript,tokens,streets,numbers,full_streets
32,sample187-enhanced-25818-20200502-1431.wav,0.8028125166893005,Tere 42 of cardiac disorders 60 Westminster Court Roxbury your Xbox to 296 Westminster Ave and Waldron Road 1429,"['Tere', 'of', 'cardiac', 'disorders', 'Westminster', 'Court', 'Roxbury', 'your', 'Xbox', 'to', 'Westminster', 'Ave', 'and', 'Waldron', 'Road']","Westminster , Court , Westminster",['296'],"['296 Westminster', '296 Court']"
33,sample331-enhanced-25818-20200502-1501.wav,0.80158531665802,Engine 32 rather nice an order of natural gas for Baldwin Street Charlestown your Xbox 4172 Main in Baldwin Street for two people,"['Engine', 'rather', 'nice', 'an', 'order', 'of', 'natural', 'gas', 'for', 'Baldwin', 'Street', 'Charlestown', 'your', 'Xbox', 'Main', 'in', 'Baldwin', 'Street', 'for', 'two', 'people']","Baldwin , Charlestown , Main , Baldwin",['4172'],"['4172 Baldwin', '4172 Charlestown', '4172 Main']"
34,sample153-enhanced-25818-20200502-1431.wav,0.8188817501068115,431 Dell Avenue Roxbury latter for a medical assistant 31 Avenue Roxbury us box 2367 Allegheny Street 14,"['Dell', 'Avenue', 'Roxbury', 'latter', 'for', 'a', 'medical', 'assistant', 'Avenue', 'Roxbury', 'us', 'box', 'Allegheny', 'Street']","Dell , Avenue , Avenue","['431', '2367']","['431 Dell', '2367 Dell', '2367 Avenue', '431 Avenue']"
35,sample15-enhanced-25818-20200502-1531.wav,0.8245019912719727, after research acid a street for June 4th was a 5:45 on post after my calls to 3015 Old Post Office. Form of ID 407-180-6695,"['after', 'research', 'acid', 'a', 'street', 'for', 'June', 'was', 'a', 'on', 'post', 'after', 'my', 'calls', 'to', 'Old', 'Post', 'Office', 'Form', 'of', 'ID']","4th , Post , Old , Post",['3015'],"['3015 Post', '3015 4th', '3015 Old']"
36,sample1-enhanced-25818-20200501-1210.wav,0.8068810701370239,Paul Larry 460 Seminary Ave Los Angeles large building room 3724 a fault 442-8167 area code and four has Seminary,"['Paul', 'Larry', 'Seminary', 'Ave', 'Los', 'Angeles', 'large', 'building', 'room', 'a', 'fault', 'area', 'code', 'and', 'four', 'has', 'Seminary']","Paul , Los",['460'],"['460 Los', '460 Paul']"
37,sample233-enhanced-25818-20200502-1222.wav,0.7750072479248047,then the power ladder Surrey Central Station alarm 17290 just a box has power laboratory are Central Station alarm 17219 Beech Street Boston Europe box 1433 Hudson Street 12.,"['then', 'the', 'power', 'ladder', 'Surrey', 'Central', 'Station', 'alarm', 'just', 'a', 'box', 'has', 'power', 'laboratory', 'are', 'Central', 'Station', 'alarm', 'Beech', 'Street', 'Boston', 'Europe', 'box', 'Hudson', 'Street']","The , Power , Surrey , Central , Station , Power , Central , Station , Beech , Boston , Hudson",['17219'],"['17219 Central', '17219 Beech', '17219 Boston', '17219 The', '17219 Hudson', '17219 Power', '17219 Station', '17219 Surrey']"
38,sample90-enhanced-25818-20200502-1332.wav,0.7914648056030273,down 1100 Mass Avenue South Side Stop & Shop,"['down', 'Mass', 'Avenue', 'South', 'Side', 'Stop', 'Shop']","Avenue , South",['1100'],"['1100 South', '1100 Avenue']"
39,sample11-enhanced-25818-20200502-1531.wav,0.7135734558105469,239 latter 18 a Central Station aligned 55 Dorchester Avenue South Boston ending 3919 a Central Station alarm 55 Dorchester Avenue South Boston Red Sox 7136 Dorchester Ave 1505,"['latter', 'a', 'Central', 'Station', 'aligned', 'Dorchester', 'Avenue', 'South', 'Boston', 'ending', 'a', 'Central', 'Station', 'alarm', 'Dorchester', 'Avenue', 'South', 'Boston', 'Red', 'Sox', 'Dorchester', 'Ave']","Central , Station , Dorchester , Avenue , South , Boston , Central , Station , Dorchester , Avenue , South , Boston , Red , Dorchester","['239', '7136']","['7136 Station', '7136 Dorchester', '239 Avenue', '239 Central', '7136 Central', '7136 South', '239 Boston', '239 Dorchester', '239 Station', '7136 Red', '239 South', '7136 Boston', '7136 Avenue', '239 Red']"
40,sample5-enhanced-25818-20200502-1531.wav,0.8270125985145569,52 Hillsdale Street Dorchester Madison a cardiac disorder 52 wholesale Street Dorchester us box 3467 Addison Street 1500,"['Hillsdale', 'Street', 'Dorchester', 'Madison', 'a', 'cardiac', 'disorder', 'wholesale', 'Street', 'Dorchester', 'us', 'box', 'Addison', 'Street']","Hillsdale , Dorchester , Madison , Dorchester , Addison","['52', '52']","['52 Addison', '52 Madison', '52 Hillsdale', '52 Dorchester']"
41,sample26-enhanced-25818-20200501-1210.wav,0.7187007665634155,Fedex rates medic free response 67 front side out for back pain medication 367 Brookside Ave for back pain check box to 1:00 and 3.,"['Fedex', 'rates', 'medic', 'free', 'response', 'front', 'side', 'out', 'for', 'back', 'pain', 'medication', 'Brookside', 'Ave', 'for', 'back', 'pain', 'check', 'box', 'to', 'and']",Brookside,['367'],['367 Brookside']
42,sample177-enhanced-25818-20200502-1431.wav,0.796819269657135,Boylston Street Boston lot of 15 a medical assistant 587 Boylston Street Boston Red Sox boy five seven $1 for the Newbury Street 1424,"['Boylston', 'Street', 'Boston', 'lot', 'of', 'a', 'medical', 'assistant', 'Boylston', 'Street', 'Boston', 'Red', 'Sox', 'boy', 'five', 'seven', 'for', 'the', 'Newbury', 'Street']","Boylston , Boston , Boylston , Boston , Red , Seven , The , Newbury",['1'],"['1 Red', '1 Boston', '1 Newbury', '1 Seven', '1 Boylston', '1 The']"
43,sample322-enhanced-25818-20200502-1501.wav,0.749294638633728,23 Cameron Street Park number six four sixty nine year old female two diabetic issues operate on Channel,"['Cameron', 'Street', 'Park', 'number', 'six', 'four', 'sixty', 'nine', 'year', 'old', 'female', 'two', 'diabetic', 'issues', 'operate', 'on', 'Channel']","Cameron , Park , Old , Channel",['23'],"['23 Channel', '23 Old', '23 Park', '23 Cameron']"
44,sample21-enhanced-25818-20200502-1531.wav,0.7188100814819336,the same 7 Highway Mattapan nearest box 369 Cummins Highway with a 1500,"['the', 'same', 'Highway', 'Mattapan', 'nearest', 'box', 'Cummins', 'Highway', 'with', 'a']",The,['the'],['the The']
45,sample380-enhanced-25818-20200502-1501.wav,0.702951192855835,26 for Central Station alarm for 59 Park Drive Boston engine 3726 a Central Station alarm for 59 Park Drive Boston Red Sox to 3 a.m. straight at Audubon Circle 1600,"['for', 'Central', 'Station', 'alarm', 'for', 'Park', 'Drive', 'Boston', 'engine', 'a', 'Central', 'Station', 'alarm', 'for', 'Park', 'Drive', 'Boston', 'Red', 'Sox', 'to', 'straight', 'at', 'Audubon', 'Circle']","Central , Station , Park , Drive , Boston , Central , Station , Park , Drive , Boston , Red , Audubon , Circle",['26'],"['26 Station', '26 Drive', '26 Circle', '26 Audubon', '26 Park', '26 Boston', '26 Red', '26 Central']"
46,sample354-enhanced-25818-20200502-1501.wav,0.7718200087547302,2346 Cheney Street Roxbury Letter 23 a seizure 46 Cheney Street Roxbury nearest box 1792 South Hill a bit boring Sports,"['Cheney', 'Street', 'Roxbury', 'Letter', 'a', 'seizure', 'Cheney', 'Street', 'Roxbury', 'nearest', 'box', 'South', 'Hill', 'a', 'bit', 'boring', 'Sports']","South , Hill","['2346', '46']","['46 South', '2346 South', '46 Hill', '2346 Hill']"
47,sample197-enhanced-25818-20200502-1222.wav,0.7681804299354553,okay 1 Belmont Street Fair alarm I'll bring on channel 16,"['okay', 'Belmont', 'Street', 'Fair', 'alarm', 'I', 'bring', 'on', 'channel']","Belmont , Fair , Channel",['1'],"['1 Belmont', '1 Fair', '1 Channel']"
48,sample367-enhanced-25818-20200502-1501.wav,0.6163318157196045,1788 sex KO v as well that's on,"['sex', 'KO', 'v', 'as', 'well', 'that', 'on']",Well,['1788'],['1788 Well']
49,sample25-enhanced-25818-20200501-1210.wav,0.5595809817314148,185 Watts for residential Los Angeles,"['Watts', 'for', 'residential', 'Los', 'Angeles']",Los,['185'],['185 Los']
50,sample234-enhanced-25818-20200502-1222.wav,0.8326009511947632,a Central Station alarm 17219 D Street Boston us box 1433 Hudson Street 12.,"['a', 'Central', 'Station', 'alarm', 'D', 'Street', 'Boston', 'us', 'box', 'Hudson', 'Street']","Central , Station , Boston , Hudson",['17219'],"['17219 Central', '17219 Hudson', '17219 Station', '17219 Boston']"
51,sample223-enhanced-25818-20200502-1222.wav,0.6619850993156433,119 Foster.,['Foster'],Foster,['119'],['119 Foster']
52,sample154-enhanced-25818-20200502-1431.wav,0.8142371177673341,that actually responds summer 301 California Street 34 year old male with back pain and vomiting,"['that', 'actually', 'responds', 'summer', 'California', 'Street', 'year', 'old', 'male', 'with', 'back', 'pain', 'and', 'vomiting']","Summer , California , Old",['301'],"['301 California', '301 Old', '301 Summer']"
53,sample154-enhanced-25818-20200502-1431.wav,0.7625493407249451, that actually responds to 301 California Street 34 year old male vaccinated samedi and fox two or four or five California state of South Street 1415,"['that', 'actually', 'responds', 'to', 'California', 'Street', 'year', 'old', 'male', 'vaccinated', 'samedi', 'and', 'fox', 'two', 'or', 'four', 'or', 'five', 'California', 'state', 'of', 'South', 'Street']","California , Old , Fox , California , State , South","['301', 'of']","['of State', '301 California', '301 Fox', 'of Old', 'of Fox', '301 Old', '301 South', 'of California', 'of South', '301 State']"
54,sample347-enhanced-25818-20200502-1501.wav,0.6644530892372131,"9424 Master box activation into Causeway Street Boston 24/24 Master box activation 60 Causeway Street Boston, 1315 Causeway in Portland Street 1447","['Master', 'box', 'activation', 'into', 'Causeway', 'Street', 'Boston', 'Master', 'box', 'activation', 'Causeway', 'Street', 'Boston', 'Causeway', 'in', 'Portland', 'Street']","Causeway , Boston , Causeway , Boston , Causeway , Portland",['9424'],"['9424 Boston', '9424 Portland', '9424 Causeway']"
55,sample80-enhanced-25818-20200502-1332.wav,0.7304328083992004, the answer is no,"['the', 'answer', 'is', 'no']",The,['the'],['the The']
