,file_name,confidence,transcript,tokens,streets,numbers,full_streets
24,sample864-25818-20200501-0044.wav,0.809030354,letter to a local alarm 87 Princeton Street Boston 25 letter to a local bar at 87 Princeton Street East Boston Red Sox 664 veterans in an area Street 0 0 23,"['letter', 'to', 'a', 'local', 'alarm', 'Princeton', 'Street', 'Boston', 'letter', 'to', 'a', 'local', 'bar', 'at', 'Princeton', 'Street', 'East', 'Boston', 'Red', 'Sox', 'veterans', 'in', 'an', 'area', 'Street']","Princeton , Boston , Princeton , East , Boston , Red , Veterans","['87', '87']","['87 Red', '87 Veterans', '87 Princeton', '87 Boston', '87 East']"
25,sample427-25818-20200501-0841.wav,0.751117527,29 we're on scene without fruit to hand when they're going to take the patient's canceling enough,"['we', 'on', 'scene', 'without', 'fruit', 'to', 'hand', 'when', 'they', 'going', 'to', 'take', 'the', 'patient', 'canceling', 'enough']","Fruit , The",['29'],"['29 Fruit', '29 The']"
26,sample56-25818-20200501-1240.wav,0.7528997059999999,cardiac disorders 1190 Adams Street Dorchester hedging 16 a cardiac disorder who recognized the Adams Street Dorchester your Xbox 3471 West 5th Street.,"['cardiac', 'disorders', 'Adams', 'Street', 'Dorchester', 'hedging', 'a', 'cardiac', 'disorder', 'who', 'recognized', 'the', 'Adams', 'Street', 'Dorchester', 'your', 'Xbox', 'West', 'Street']","Adams , Dorchester , The , Adams , Dorchester , West , 5th","['1190', '3471']","['3471 Adams', '3471 5th', '1190 West', '3471 Dorchester', '3471 The', '1190 The', '1190 5th', '1190 Adams', '1190 Dorchester', '3471 West']"
27,sample1138-25818-20200501-1339.wav,0.842321694,plus you have a rolling protest leaving 1175 Soldiers Field Road supposed to make its way. He's in Ontario in and out of the cell phones and Lennox to leave it off for 1175 Soldiers Field Road most 35,"['plus', 'you', 'have', 'a', 'rolling', 'protest', 'leaving', 'Soldiers', 'Field', 'Road', 'supposed', 'to', 'make', 'its', 'way', 'He', 'in', 'Ontario', 'in', 'and', 'out', 'of', 'the', 'cell', 'phones', 'and', 'Lennox', 'to', 'leave', 'it', 'off', 'for', 'Soldiers', 'Field', 'Road', 'most']","Rolling , Soldiers , Field , Way , The , Off , Soldiers , Field","['1175', '1175']","['1175 The', '1175 Rolling', '1175 Soldiers', '1175 Off', '1175 Field', '1175 Way']"
28,sample1207-25818-20200501-0741.wav,0.691813707,485 Louisville Avenue Dorchester your Xbox 1792 Blue Hill Ave Warren Street 07066,"['Louisville', 'Avenue', 'Dorchester', 'your', 'Xbox', 'Blue', 'Hill', 'Ave', 'Warren', 'Street']","Avenue , Dorchester , Blue , Hill , Warren","['485', '1792']","['485 Hill', '1792 Blue', '1792 Warren', '485 Avenue', '485 Blue', '1792 Avenue', '1792 Dorchester', '485 Warren', '1792 Hill', '485 Dorchester']"
29,sample311-25818-20200501-1509.wav,0.7924959659999999, 780 Albany Street you considered the evening for snakes and such I have that a one cleaners Bagless on Thursday 5:15 p.m.,"['Albany', 'Street', 'you', 'considered', 'the', 'evening', 'for', 'snakes', 'and', 'such', 'I', 'have', 'that', 'a', 'one', 'cleaners', 'Bagless', 'on', 'Thursday']","Albany , The",['780'],"['780 The', '780 Albany']"
30,sample640-25818-20200501-1439.wav,0.8306379909999999,that's $12 Street Hyde Park ladder 28 a medical assistant $12 Street Hyde Park nearest box 3831 River and Ellis Street 1415,"['that', 'Street', 'Hyde', 'Park', 'ladder', 'a', 'medical', 'assistant', 'Street', 'Hyde', 'Park', 'nearest', 'box', 'River', 'and', 'Ellis', 'Street']","Hyde , Park , Hyde , Park , River , Ellis",['3831'],"['3831 Park', '3831 River', '3831 Hyde', '3831 Ellis']"
31,sample298-25818-20200501-1509.wav,0.858408809,it was a call-ahead all that cross the father was calling it in for her first twenty nine year old son suffers from bipolar from what to believe I believe his son from his face off of a call back no answer for class as a white male twenty nine years old where the blue light temperature gauge and embraced each of a hundred eighty pound clubs they have Davis appealed to 11279 Santa Claus,"['it', 'was', 'a', 'all', 'that', 'cross', 'the', 'father', 'was', 'calling', 'it', 'in', 'for', 'her', 'first', 'twenty', 'nine', 'year', 'old', 'son', 'suffers', 'from', 'bipolar', 'from', 'what', 'to', 'believe', 'I', 'believe', 'his', 'son', 'from', 'his', 'face', 'off', 'of', 'a', 'call', 'back', 'no', 'answer', 'for', 'class', 'as', 'a', 'white', 'male', 'twenty', 'nine', 'years', 'old', 'where', 'the', 'blue', 'light', 'temperature', 'gauge', 'and', 'embraced', 'each', 'of', 'a', 'hundred', 'eighty', 'pound', 'clubs', 'they', 'have', 'Davis', 'appealed', 'to', 'Santa', 'Claus']","Cross , The , Father , Old , Off , White , Old , The , Blue , Light , Davis",['11279'],"['11279 Light', '11279 Blue', '11279 Cross', '11279 Old', '11279 White', '11279 Father', '11279 Davis', '11279 The', '11279 Off']"
32,sample28-25818-20200501-0413.wav,0.485454947, 107 Parsons,['Parsons'],Parsons,['107'],['107 Parsons']
33,sample1149-25818-20200501-1339.wav,0.7682074309999999,for a motor vehicle accident 1024 Massachusetts Avenue Roxbury engine 21 matter for a motor vehicle accident 1024 Massachusetts Avenue Roxbury 13,"['for', 'a', 'motor', 'vehicle', 'accident', 'Massachusetts', 'Avenue', 'Roxbury', 'engine', 'matter', 'for', 'a', 'motor', 'vehicle', 'accident', 'Massachusetts', 'Avenue', 'Roxbury']","Massachusetts , Avenue , Massachusetts , Avenue",['1024'],"['1024 Massachusetts', '1024 Avenue']"
34,sample1164-25818-20200501-1339.wav,0.828943551,Cafe murrayhill Street Anthony trifiletti Way Boston flatter one and a known medical Haverhill Street has Anthony whistle anyway Boston nearest box 1311 Hudson Street at Bristol Speedway 1335,"['Cafe', 'murrayhill', 'Street', 'Anthony', 'trifiletti', 'Way', 'Boston', 'flatter', 'one', 'and', 'a', 'known', 'medical', 'Haverhill', 'Street', 'has', 'Anthony', 'whistle', 'anyway', 'Boston', 'nearest', 'box', 'Hudson', 'Street', 'at', 'Bristol', 'Speedway']","Anthony , Way , Boston , Anthony , Boston , Hudson , Bristol",['1311'],"['1311 Boston', '1311 Anthony', '1311 Way', '1311 Bristol', '1311 Hudson']"
35,sample1080-25818-20200501-0811.wav,0.783497751,16943 Morton Street Dorchester 1916 a seizure 943 Morton Street Dorchester your Xbox 354 Morton and call them Heroes 7:49,"['Morton', 'Street', 'Dorchester', 'a', 'seizure', 'Morton', 'Street', 'Dorchester', 'your', 'Xbox', 'Morton', 'and', 'call', 'them', 'Heroes']","Morton , Dorchester , Morton , Dorchester , Morton",['16943'],"['16943 Dorchester', '16943 Morton']"
36,sample922-25818-20200501-0642.wav,0.693097234,stress 1 second Road Dorchester your Xbox 360 one one called Avatar Bird Street zero six thirty eight,"['stress', 'second', 'Road', 'Dorchester', 'your', 'Xbox', 'one', 'one', 'called', 'Avatar', 'Bird', 'Street', 'zero', 'six', 'thirty', 'eight']","Dorchester , Bird",['1'],"['1 Bird', '1 Dorchester']"
37,sample709-25818-20200501-0243.wav,0.7852348090000001,"and as service that handles death calls going to have call from 276 North Beacon Street in a 25,000 hard of hearing person and one unknown and","['and', 'as', 'service', 'that', 'handles', 'death', 'calls', 'going', 'to', 'have', 'call', 'from', 'North', 'Beacon', 'Street', 'in', 'a', 'hard', 'of', 'hearing', 'person', 'and', 'one', 'unknown', 'and']","Service , North , Beacon",['276'],"['276 North', '276 Service', '276 Beacon']"
38,sample1254-25818-20200501-1310.wav,0.636866927,Broad Street Roxbury your Xbox 239 Hickman Longstreet 1248,"['Broad', 'Street', 'Roxbury', 'your', 'Xbox', 'Hickman', 'Longstreet']",Broad,['239'],['239 Broad']
39,sample269-25818-20200501-1509.wav,0.647888362,for a known medical industry and Dearborn Street Roxbury nearest box 2126 Albany Street and argue constraints 1438,"['for', 'a', 'known', 'medical', 'industry', 'and', 'Dearborn', 'Street', 'Roxbury', 'nearest', 'box', 'Albany', 'Street', 'and', 'argue', 'constraints']","Dearborn , Albany",['2126'],"['2126 Albany', '2126 Dearborn']"
40,sample913-25818-20200501-0642.wav,0.5261057020000001,our 2028 Ducati 5 + 5 losses in the lobby,"['our', 'Ducati', 'losses', 'in', 'the', 'lobby']",The,['5'],['5 The']
41,sample849-25818-20200501-0911.wav,0.719872713,35 Greenwich Park for the week,"['Greenwich', 'Park', 'for', 'the', 'week']","Greenwich , Park , The",['35'],"['35 Greenwich', '35 The', '35 Park']"
42,sample434-25818-20200501-0841.wav,0.8441505429999999, 29 battery lettuce Carletta structure fire 39 snow street right NG 29 lateral epicondylitis a structure fire 39 snow off and frightened box 5193 Washington Street zero eight twenty-five,"['battery', 'lettuce', 'Carletta', 'structure', 'fire', 'snow', 'street', 'right', 'NG', 'lateral', 'epicondylitis', 'a', 'structure', 'fire', 'snow', 'off', 'and', 'frightened', 'box', 'Washington', 'Street', 'zero', 'eight']","Battery , Snow , Snow , Off , Washington",['5193'],"['5193 Washington', '5193 Snow', '5193 Off', '5193 Battery']"
43,sample806-25818-20200501-0911.wav,0.765134931,66 you're assuming still Street command you have par-three as your accountability shoes car for Richie's car 9 second alarm,"['you', 'assuming', 'still', 'Street', 'command', 'you', 'have', 'as', 'your', 'accountability', 'shoes', 'car', 'for', 'Richie', 'car', 'second', 'alarm']",Still,['9'],['9 Still']
44,sample445-25818-20200501-0841.wav,0.847050965,39 Hill Street light engine 22 ladder 26 second alarm a structure fire 39 snow Street Fighters nearest box 5193 Washington is so extreme nearly Thirty,"['Hill', 'Street', 'light', 'engine', 'ladder', 'second', 'alarm', 'a', 'structure', 'fire', 'snow', 'Street', 'Fighters', 'nearest', 'box', 'Washington', 'is', 'so', 'extreme', 'nearly', 'Thirty']","Hill , Light , Snow , Washington","['39', '39']","['39 Light', '39 Snow', '39 Hill', '39 Washington']"
45,sample1288-25818-20200501-1310.wav,0.84971267,4/20 for a Central Station alarm 132 Boylston Street Boston engine for letter 24 a Central Station alarm 13022 Boylston Street Boston nearest office 1451 Fairmont Street and our Avery Street 1304,"['for', 'a', 'Central', 'Station', 'alarm', 'Boylston', 'Street', 'Boston', 'engine', 'for', 'letter', 'a', 'Central', 'Station', 'alarm', 'Boylston', 'Street', 'Boston', 'nearest', 'office', 'Fairmont', 'Street', 'and', 'our', 'Avery', 'Street']","Central , Station , Boylston , Boston , Central , Station , Boylston , Boston , Fairmont , Avery","['132', '13022', '1451']","['13022 Central', '132 Station', '1451 Central', '1451 Boston', '1451 Avery', '13022 Fairmont', '132 Boston', '1451 Boylston', '13022 Boston', '13022 Boylston', '1451 Station', '13022 Avery', '13022 Station', '1451 Fairmont', '132 Fairmont', '132 Avery', '132 Boylston', '132 Central']"
46,sample363-25818-20200501-1140.wav,0.83607018,772 Tremont Street Boston to 22 Centerville magical 772 Tremont Street Boston nearest box 1557 Trail on in West Springfield Street took care of,"['Tremont', 'Street', 'Boston', 'to', 'Centerville', 'magical', 'Tremont', 'Street', 'Boston', 'nearest', 'box', 'Trail', 'on', 'in', 'West', 'Springfield', 'Street', 'took', 'care', 'of']","Tremont , Boston , Tremont , Boston , West , Springfield","['772', '772']","['772 West', '772 Tremont', '772 Boston', '772 Springfield']"
47,sample741-25818-20200501-1210.wav,0.8152579670000001,great medic free response 67 Brookside out for back name medic 367 Brookside Ave for back pain care slots 21 Walker Street at Washington Street.,"['great', 'medic', 'free', 'response', 'Brookside', 'out', 'for', 'back', 'name', 'medic', 'Brookside', 'Ave', 'for', 'back', 'pain', 'care', 'slots', 'Walker', 'Street', 'at', 'Washington', 'Street']","Great , Brookside , Brookside , Walker , Washington","['367', '21']","['21 Washington', '367 Brookside', '367 Great', '367 Walker', '21 Brookside', '21 Great', '367 Washington', '21 Walker']"
48,sample1159-25818-20200501-1339.wav,0.7898899909999999,1773 4th Street in our favorite Street 1331,"['Street', 'in', 'our', 'favorite', 'Street']",4th,['1773'],['1773 4th']
49,sample598-25818-20200501-0313.wav,0.7744464870000001,14-22 said Martin Luther King Junior Boulevard Roxbury engine 14 respiratory distress too lazy Martin Luther King Junior Boulevard in Roxbury nearest box 2159 ruthar King Boulevard and zero two forty-two,"['said', 'Martin', 'Luther', 'King', 'Junior', 'Boulevard', 'Roxbury', 'engine', 'respiratory', 'distress', 'too', 'lazy', 'Martin', 'Luther', 'King', 'Junior', 'Boulevard', 'in', 'Roxbury', 'nearest', 'box', 'ruthar', 'King', 'Boulevard', 'and', 'zero', 'two']","Martin , Luther , King , Boulevard , Martin , Luther , King , Boulevard , King , Boulevard","['14-22', '2159']","['2159 Martin', '2159 King', '14-22 Luther', '14-22 Martin', '2159 Luther', '14-22 Boulevard', '2159 Boulevard', '14-22 King']"
50,sample449-25818-20200501-0841.wav,0.636934459,11:00 laptop for the people,"['laptop', 'for', 'the', 'people']",The,['11:00'],['11:00 The']
51,sample921-25818-20200501-0642.wav,0.667039752,address 1 Canton Road Dorchester your Xbox 3611 Falls Ave and Harvard Street zero six thirty-seven,"['address', 'Canton', 'Road', 'Dorchester', 'your', 'Xbox', 'Falls', 'Ave', 'and', 'Harvard', 'Street', 'zero', 'six']","Canton , Dorchester , Harvard , Seven","['1', '3611']","['3611 Harvard', '3611 Dorchester', '3611 Canton', '3611 Seven', '1 Dorchester', '1 Canton', '1 Harvard', '1 Seven']"
52,sample1266-25818-20200501-1310.wav,0.829670131,the alarm is 46 fayerweather Street just wjff Incorporated coming out of the mud room,"['the', 'alarm', 'is', 'fayerweather', 'Street', 'just', 'wjff', 'Incorporated', 'coming', 'out', 'of', 'the', 'mud', 'room']","The , The",['46'],['46 The']
53,sample980-25818-20200501-0143.wav,0.629313469, 22339 Adams,['Adams'],Adams,['22339'],['22339 Adams']
54,sample437-25818-20200501-0841.wav,0.68448931,diagnose treat 541 a structure fire 39 South Street lightings nearest box 5193 Washington Street zero eight twenty-six,"['diagnose', 'treat', 'a', 'structure', 'fire', 'South', 'Street', 'lightings', 'nearest', 'box', 'Washington', 'Street', 'zero', 'eight']","South , Washington",['39'],"['39 South', '39 Washington']"
55,sample705-25818-20200501-0243.wav,0.683941245,really can't one-sided play the 101 okay thank you,"['really', 'ca', 'play', 'the', 'okay', 'thank', 'you']",The,['101'],['101 The']
56,sample1007-25818-20200501-0343.wav,0.8148230909999999,it's 14 weekly way Roxbury I have a 14 medical assistance warranty weekly way Roxbury your Xbox to 126 Albany Street and our youth ministry zero three twelve,"['it', 'weekly', 'way', 'Roxbury', 'I', 'have', 'a', 'medical', 'assistance', 'warranty', 'weekly', 'way', 'Roxbury', 'your', 'Xbox', 'to', 'Albany', 'Street', 'and', 'our', 'youth', 'ministry', 'zero', 'three', 'twelve']","Way , Way , Albany",['126'],"['126 Albany', '126 Way']"
57,sample1258-25818-20200501-1310.wav,0.7820192579999999,five in as well and give these Delta 431 and 19x and send them there as well,"['five', 'in', 'as', 'well', 'and', 'give', 'these', 'Delta', 'and', 'and', 'send', 'them', 'there', 'as', 'well']","Well , Well",['431'],['431 Well']
58,sample874-25818-20200501-0044.wav,0.8442921040000001,2445 Washington Street at Egleston Square zero zero twenty,"['Washington', 'Street', 'at', 'Egleston', 'Square', 'zero', 'zero', 'twenty']",Washington,['2445'],['2445 Washington']
59,sample950-25818-20200501-1011.wav,0.820843518,Boston nineteen twenty-two a CO detector to 96 Shawmut Avenue Boston Red Sox 1642 Shawmut Ave in Lafayette Street 09,"['Boston', 'nineteen', 'a', 'CO', 'detector', 'to', 'Shawmut', 'Avenue', 'Boston', 'Red', 'Sox', 'Shawmut', 'Ave', 'in', 'Lafayette', 'Street']","Boston , Shawmut , Avenue , Boston , Red , Shawmut , Lafayette",['1642'],"['1642 Red', '1642 Boston', '1642 Lafayette', '1642 Shawmut', '1642 Avenue']"
60,sample1156-25818-20200501-1339.wav,0.722575724, and a million magical 258 suddenly Street Roxbury nearest box to 133 Adams Street 1331,"['and', 'a', 'million', 'magical', 'suddenly', 'Street', 'Roxbury', 'nearest', 'box', 'to', 'Adams', 'Street']",Adams,['133'],['133 Adams']
61,sample120-25818-20200501-0941.wav,0.794830322,23 South Central Station alarm 11 Camelot Court strikes nearest box 5167 Goldenrod Street 09,"['South', 'Central', 'Station', 'alarm', 'Camelot', 'Court', 'strikes', 'nearest', 'box', 'Goldenrod', 'Street']","South , Central , Station , Court",['23'],"['23 Central', '23 Court', '23 Station', '23 South']"
62,sample424-25818-20200501-0841.wav,0.716619432,the first one 60th Avenue Mattapan your Xbox 360 for a loser at in Rock Hill Street clearly,"['the', 'first', 'one', 'Avenue', 'Mattapan', 'your', 'Xbox', 'for', 'a', 'loser', 'at', 'in', 'Rock', 'Hill', 'Street', 'clearly']","The , Avenue , Rock , Hill",['in'],"['in Rock', 'in The', 'in Hill', 'in Avenue']"
63,sample1134-25818-20200501-1339.wav,0.774740577,504 Warren Street Roxbury your Xbox to 17129 Carlisle Street 13.,"['Warren', 'Street', 'Roxbury', 'your', 'Xbox', 'to', 'Carlisle', 'Street']",Warren,"['504', '17129']","['17129 Warren', '504 Warren']"
64,sample8-25818-20200501-0413.wav,0.710742056,location of 4143 Asbury Road Blocks at 1733 Madison Street of Central Station alarm 41 263 actually Rose Boston Red Sox 45.93 Hemingway in North West Street zero three forty-nine,"['location', 'of', 'Asbury', 'Road', 'Blocks', 'at', 'Madison', 'Street', 'of', 'Central', 'Station', 'alarm', 'actually', 'Rose', 'Boston', 'Red', 'Sox', 'Hemingway', 'in', 'North', 'West', 'Street', 'zero', 'three']","Asbury , Madison , Central , Station , Rose , Boston , Red , North , West","['4143', '1733']","['1733 Red', '4143 Red', '1733 Asbury', '4143 Station', '1733 Station', '1733 Madison', '1733 West', '4143 Madison', '1733 North', '4143 North', '4143 West', '4143 Central', '1733 Central', '1733 Rose', '4143 Rose', '4143 Boston', '1733 Boston', '4143 Asbury']"
65,sample627-25818-20200501-0313.wav,0.706464827,"oh, that's fourteen freeway Roxbury 1914 for medical assistance fourteen freeway Roxbury nearest box 2126 Albany Street and our youth ministry zero three twelve","['oh', 'that', 'fourteen', 'freeway', 'Roxbury', 'for', 'medical', 'assistance', 'fourteen', 'freeway', 'Roxbury', 'nearest', 'box', 'Albany', 'Street', 'and', 'our', 'youth', 'ministry', 'zero', 'three', 'twelve']",Albany,['2126'],['2126 Albany']
66,sample903-25818-20200501-0642.wav,0.662459373,22 we're just documenting rupees always talk about twenty two or Twenty forty having any of it on 24 and Country Club,"['we', 'just', 'documenting', 'rupees', 'always', 'talk', 'about', 'twenty', 'two', 'or', 'Twenty', 'forty', 'having', 'any', 'of', 'it', 'on', 'and', 'Country', 'Club']",Country,['22'],['22 Country']
67,sample111-25818-20200501-0941.wav,0.843593121,or second alarm a structure fire 39 snow street address box 5193 Washington and snow Street zero nine twenty,"['or', 'second', 'alarm', 'a', 'structure', 'fire', 'snow', 'street', 'address', 'box', 'Washington', 'and', 'snow', 'Street', 'zero', 'nine', 'twenty']","Snow , Washington , Snow",['39'],"['39 Snow', '39 Washington']"
68,sample868-25818-20200501-0044.wav,0.759209991,Wesley 25 minutes,"['Wesley', 'minutes']",Wesley,['25'],['25 Wesley']
